timestamp,cone_type,rel_x_sensor,rel_y_sensor,confidence,label
25.9,left,-3.321,3.496,0.81,real
25.9,left,-8.22,2.258,0.8,real
25.9,left,-12.594,-0.2,0.9,real
25.9,left,-16.221,-3.696,0.8,real
25.9,left,-18.948,-8.18,0.8,real
25.9,right,-1.388,-3.446,0.91,real
25.9,right,-5.252,-4.468,0.99,real
25.9,right,-8.408,-6.073,0.74,real
25.9,right,-11.031,-8.405,0.85,real
26.0,left,-3.044,3.305,0.99,real
26.0,left,-8.054,2.386,0.9,real
26.0,left,-12.496,-0.385,0.99,real
26.0,left,-16.318,-3.515,0.91,real
26.0,left,-19.169,-8.255,0.83,real
26.0,right,-0.717,-3.18,0.93,real
26.0,right,-4.876,-4.187,0.84,real
26.0,right,-8.103,-6.045,0.88,real
26.0,right,-11.054,-8.257,0.99,real
26.0,right,-13.182,-12.185,0.74,real
26.1,left,-2.681,3.365,0.85,real
26.1,left,-7.556,2.318,0.96,real
26.1,left,-11.788,-0.02,0.96,real
26.1,left,-15.963,-3.689,0.69,real
26.1,left,-18.203,-7.72,0.98,real
26.1,right,-0.584,-3.539,0.92,real
26.1,right,-4.777,-4.138,0.98,real
26.1,right,-8.188,-5.73,0.85,real
26.1,right,-10.614,-8.502,0.88,real
26.1,right,-12.713,-12.068,0.84,real
26.2,left,-1.921,3.367,0.83,real
26.2,left,-7.313,2.269,0.85,real
26.2,left,-11.851,-0.42,0.75,real
26.2,left,-15.911,-3.044,0.79,real
26.2,left,-18.188,-7.658,0.9,real
26.2,right,-0.388,-3.336,0.83,real
26.2,right,-4.529,-4.321,0.86,real
26.2,right,-7.708,-5.65,0.72,real
26.2,right,-10.608,-8.33,0.85,real
26.2,right,-12.612,-11.849,0.9,real
26.2,right,-15.954,5.947,0.47,ghost
26.3,left,-1.918,3.251,0.85,real
26.3,left,-7.116,2.575,0.88,real
26.3,left,-11.303,0.396,0.99,real
26.3,left,-14.994,-3.543,0.88,real
26.3,left,-18.069,-7.436,0.8,real
26.3,right,-0.275,-3.378,0.91,real
26.3,right,-4.292,-4.172,0.89,real
26.3,right,-7.564,-5.427,0.99,real
26.3,right,-10.427,-8.281,0.9,real
26.3,right,-12.518,-11.275,0.74,real
26.4,left,-1.528,3.348,0.9,real
26.4,left,-6.693,2.578,0.92,real
26.4,left,-11.338,0.459,0.99,real
26.4,left,-14.773,-2.68,0.96,real
26.4,left,-17.943,-6.859,0.85,real
26.4,right,-0.288,-3.576,0.82,real
26.4,right,-3.617,-4.249,0.9,real
26.4,right,-7.329,-5.345,0.73,real
26.4,right,-10.023,-8.029,0.85,real
26.4,right,-12.734,-11.468,0.84,real
26.5,left,-1.01,3.44,0.88,real
26.5,left,-6.552,2.634,0.94,real
26.5,left,-10.808,0.591,0.77,real
26.5,left,-14.953,-2.534,0.89,real
26.5,left,-17.845,-6.681,0.83,real
26.5,left,-20.014,-11.89,0.95,real
26.5,right,-3.669,-3.836,0.91,real
26.5,right,-7.545,-5.329,0.99,real
26.5,right,-10.271,-7.997,0.98,real
26.5,right,-12.241,-11.425,0.86,real
26.6,left,-0.768,3.735,0.93,real
26.6,left,-5.869,2.416,0.95,real
26.6,left,-10.757,0.601,0.81,real
26.6,left,-14.103,-2.416,0.79,real
26.6,left,-17.631,-6.263,0.93,real
26.6,left,-19.92,-11.357,0.81,real
26.6,right,-3.566,-4.035,0.9,real
26.6,right,-6.857,-5.337,0.86,real
26.6,right,-9.81,-7.44,0.88,real
26.6,right,-12.028,-10.936,0.74,real
26.7,left,-0.66,3.392,0.91,real
26.7,left,-5.93,2.95,0.82,real
26.7,left,-10.244,0.786,0.89,real
26.7,left,-14.306,-2.212,0.85,real
26.7,left,-17.439,-6.16,0.8,real
26.7,left,-19.701,-11.446,0.95,real
26.7,right,-3.364,-4.028,0.95,real
26.7,right,-6.82,-5.314,0.86,real
26.7,right,-9.776,-7.663,0.84,real
26.7,right,-11.875,-10.685,0.83,real
26.8,left,0.044,3.096,0.85,real
26.8,left,-5.368,2.724,0.88,real
26.8,left,-9.724,0.94,0.86,real
26.8,left,-13.951,-1.983,0.91,real
26.8,left,-17.281,-5.763,0.9,real
26.8,left,-19.898,-10.684,0.82,real
26.8,right,-2.906,-3.426,0.75,real
26.8,right,-6.389,-5.322,0.85,real
26.8,right,-9.384,-7.387,0.91,real
26.8,right,-12.001,-10.625,0.99,real
26.9,left,-5.048,2.839,0.98,real
26.9,left,-9.557,1.296,0.79,real
26.9,left,-13.488,-1.843,0.94,real
26.9,left,-16.811,-5.837,0.92,real
26.9,left,-19.469,-10.908,0.97,real
26.9,right,-3.0,-3.696,0.94,real
26.9,right,-6.168,-5.093,0.97,real
26.9,right,-9.405,-7.231,0.98,real
26.9,right,-11.795,-10.331,0.69,real
27.0,left,-4.656,3.217,0.83,real
27.0,left,-9.322,1.486,0.89,real
27.0,left,-13.25,-1.456,0.82,real
27.0,left,-16.512,-5.261,0.89,real
27.0,left,-19.142,-10.432,0.87,real
27.0,right,-2.635,-3.849,0.83,real
27.0,right,-5.936,-4.967,0.94,real
27.0,right,-9.137,-7.134,0.87,real
27.0,right,-11.624,-10.391,0.85,real
27.1,left,-4.461,2.904,0.85,real
27.1,left,-8.795,1.621,0.86,real
27.1,left,-13.12,-1.319,0.99,real
27.1,left,-16.94,-5.215,0.83,real
27.1,left,-18.939,-10.275,0.76,real
27.1,right,-2.489,-3.458,0.86,real
27.1,right,-6.228,-4.796,0.85,real
27.1,right,-9.1,-7.246,0.94,real
27.1,right,-11.632,-10.26,0.88,real
27.2,left,-4.061,3.093,0.93,real
27.2,left,-8.656,1.362,0.99,real
27.2,left,-12.976,-1.174,0.95,real
27.2,left,-16.482,-4.989,0.86,real
27.2,left,-19.09,-10.038,0.84,real
27.2,right,-2.266,-3.987,0.92,real
27.2,right,-5.715,-4.86,0.85,real
27.2,right,-8.645,-6.744,0.78,real
27.2,right,-11.563,-9.852,0.75,real
27.3,left,-3.795,2.966,0.94,real
27.3,left,-8.557,2.102,0.89,real
27.3,left,-12.632,-1.212,0.94,real
27.3,left,-16.476,-4.526,0.91,real
27.3,left,-19.06,-9.418,0.91,real
27.3,right,-1.891,-3.522,0.84,real
27.3,right,-5.389,-4.9,0.98,real
27.3,right,-8.497,-6.82,0.89,real
27.3,right,-11.125,-9.829,0.82,real
27.4,left,-3.528,3.125,0.88,real
27.4,left,-7.997,1.851,0.85,real
27.4,left,-12.42,-0.635,0.9,real
27.4,left,-16.318,-4.414,0.92,real
27.4,left,-18.46,-9.425,0.9,real
27.4,right,-1.513,-3.676,0.89,real
27.4,right,-5.637,-4.613,0.91,real
27.4,right,-8.467,-6.42,0.99,real
27.4,right,-11.16,-9.656,0.89,real
27.5,left,-2.79,3.212,0.87,real
27.5,left,-7.67,2.129,0.83,real
27.5,left,-11.967,-0.586,0.95,real
27.5,left,-15.693,-4.124,0.84,real
27.5,left,-18.943,-9.071,0.88,real
27.5,right,-1.414,-3.77,0.98,real
27.5,right,-4.971,-4.399,0.9,real
27.5,right,-8.012,-6.407,0.82,real
27.5,right,-10.769,-9.673,0.8,real
27.6,left,-2.779,3.162,0.94,real
27.6,left,-7.596,2.083,0.77,real
27.6,left,-12.278,-0.852,0.87,real
27.6,left,-15.656,-3.886,0.85,real
27.6,left,-18.53,-8.662,0.99,real
27.6,right,-1.291,-3.421,0.85,real
27.6,right,-4.942,-4.151,0.91,real
27.6,right,-8.133,-6.531,0.9,real
27.6,right,-10.746,-9.147,0.98,real
27.7,left,-2.482,3.433,0.99,real
27.7,left,-6.761,2.002,0.95,real
27.7,left,-11.109,0.075,0.82,real
27.7,left,-15.211,-3.696,0.83,real
27.7,left,-18.289,-8.417,0.99,real
27.7,right,-0.956,-3.253,0.86,real
27.7,right,-4.48,-4.366,0.94,real
27.7,right,-7.673,-6.08,0.86,real
27.7,right,-10.793,-9.021,0.75,real
27.8,left,-2.429,3.237,0.8,real
27.8,left,-6.975,2.41,0.94,real
27.8,left,-11.162,0.017,0.84,real
27.8,left,-15.237,-3.431,0.88,real
27.8,left,-17.853,-8.356,0.69,real
27.8,right,-0.828,-3.546,0.85,real
27.8,right,-4.684,-4.496,0.96,real
27.8,right,-7.991,-6.183,0.85,real
27.8,right,-10.645,-9.136,0.88,real
27.9,left,-1.323,3.177,0.85,real
27.9,left,-6.561,2.317,0.86,real
27.9,left,-11.053,-0.022,0.94,real
27.9,left,-15.086,-3.378,0.76,real
27.9,left,-18.121,-8.071,0.95,real
27.9,right,-0.943,-3.605,0.92,real
27.9,right,-4.2,-4.313,0.81,real
27.9,right,-7.729,-6.121,0.93,real
27.9,right,-10.327,-8.565,0.84,real
28.0,left,-1.471,3.636,0.86,real
28.0,left,-6.088,2.452,0.8,real
28.0,left,-10.611,0.2,0.75,real
28.0,left,-14.827,-3.007,0.99,real
28.0,left,-17.849,-7.48,0.89,real
28.0,right,-0.542,-3.045,0.84,real
28.0,right,-4.302,-3.972,0.79,real
28.0,right,-7.145,-5.825,0.79,real
28.0,right,-10.409,-8.341,0.85,real
28.1,left,-1.072,3.367,0.97,real
28.1,left,-5.967,2.592,0.84,real
28.1,left,-10.477,0.795,0.9,real
28.1,left,-14.799,-3.214,0.89,real
28.1,left,-17.824,-7.388,0.83,real
28.1,right,-0.044,-3.117,0.76,real
28.1,right,-3.983,-3.954,0.84,real
28.1,right,-7.597,-5.871,0.95,real
28.1,right,-10.221,-8.142,0.95,real
28.2,left,-0.779,3.381,0.91,real
28.2,left,-5.773,2.572,0.92,real
28.2,left,-10.38,0.498,0.84,real
28.2,left,-14.327,-2.577,0.84,real
28.2,left,-17.699,-7.087,0.83,real
28.2,right,-3.766,-3.901,0.91,real
28.2,right,-6.834,-5.896,0.91,real
28.2,right,-10.139,-8.292,0.79,real
28.2,right,-12.219,-11.866,0.85,real
28.2,right,-10.563,-1.487,0.26,ghost
28.3,left,-0.518,3.746,0.76,real
28.3,left,-5.625,2.719,0.85,real
28.3,left,-9.928,0.721,0.78,real
28.3,left,-14.204,-2.637,0.75,real
28.3,left,-17.595,-6.482,0.88,real
28.3,right,-3.601,-4.156,0.91,real
28.3,right,-7.012,-5.986,0.83,real
28.3,right,-9.869,-8.112,0.95,real
28.3,right,-12.015,-11.464,0.81,real
28.4,left,-0.513,3.335,0.87,real
28.4,left,-5.22,3.121,0.64,real
28.4,left,-9.758,1.003,0.91,real
28.4,left,-13.686,-2.366,0.95,real
28.4,left,-17.389,-6.551,0.84,real
28.4,left,-19.788,-11.676,0.63,real
28.4,right,-3.346,-3.841,0.75,real
28.4,right,-6.705,-5.761,0.77,real
28.4,right,-9.447,-7.595,0.87,real
28.4,right,-12.217,-11.372,0.83,real
28.5,left,-4.927,2.95,0.91,real
28.5,left,-9.357,0.835,0.83,real
28.5,left,-13.602,-2.028,0.92,real
28.5,left,-17.357,-6.172,0.8,real
28.5,left,-19.972,-11.502,0.95,real
28.5,right,-2.869,-3.507,0.84,real
28.5,right,-6.613,-5.152,0.99,real
28.5,right,-9.976,-7.642,0.95,real
28.5,right,-12.011,-11.482,0.96,real
28.6,left,-3.979,3.065,0.91,real
28.6,left,-9.418,1.185,0.89,real
28.6,left,-13.07,-1.78,0.84,real
28.6,left,-17.088,-5.734,0.9,real
28.6,left,-19.827,-11.6,0.86,real
28.6,right,-3.052,-3.876,0.85,real
28.6,right,-6.118,-5.745,0.89,real
28.6,right,-9.442,-7.594,0.87,real
28.6,right,-12.395,-11.116,0.92,real
28.7,left,-4.028,3.27,0.92,real
28.7,left,-9.049,1.351,0.84,real
28.7,left,-13.427,-1.452,0.96,real
28.7,left,-16.617,-5.637,0.99,real
28.7,left,-20.329,-10.878,0.84,real
28.7,right,-2.421,-3.626,0.75,real
28.7,right,-6.362,-5.127,0.83,real
28.7,right,-9.124,-7.604,0.83,real
28.7,right,-12.201,-10.709,0.94,real
28.8,left,-3.978,3.172,0.88,real
28.8,left,-8.537,1.546,0.96,real
28.8,left,-12.753,-1.311,0.94,real
28.8,left,-16.452,-5.736,0.96,real
28.8,left,-19.254,-10.528,0.99,real
28.8,right,-2.828,-3.637,0.9,real
28.8,right,-6.141,-5.259,0.92,real
28.8,right,-9.4,-7.39,0.99,real
28.8,right,-12.057,-10.982,0.83,real
28.9,left,-3.062,3.104,0.94,real
28.9,left,-7.966,1.76,0.87,real
28.9,left,-12.837,-1.282,0.85,real
28.9,left,-16.492,-5.058,0.89,real
28.9,left,-20.067,-10.099,0.77,real
28.9,right,-2.5,-3.594,0.77,real
28.9,right,-6.106,-5.052,0.97,real
28.9,right,-9.15,-7.131,0.89,real
28.9,right,-11.972,-10.489,0.92,real
29.0,left,-3.046,3.54,0.95,real
29.0,left,-8.023,2.006,0.81,real
29.0,left,-12.43,-0.744,0.92,real
29.0,left,-16.49,-5.031,0.87,real
29.0,left,-19.535,-9.602,0.87,real
29.0,right,-2.055,-3.687,0.86,real
29.0,right,-5.387,-5.046,0.75,real
29.0,right,-9.07,-7.211,0.83,real
29.0,right,-11.986,-10.19,0.85,real
29.1,left,-2.967,3.259,0.81,real
29.1,left,-7.561,1.989,0.83,real
29.1,left,-11.928,-0.654,0.93,real
29.1,left,-16.255,-4.49,0.84,real
29.1,left,-19.681,-9.477,0.86,real
29.1,right,-1.745,-3.663,0.99,real
29.1,right,-5.381,-4.722,0.77,real
29.1,right,-9.18,-6.836,0.84,real
29.1,right,-11.833,-10.128,0.77,real
29.2,left,-2.6,3.454,0.75,real
29.2,left,-7.226,2.081,0.86,real
29.2,left,-12.023,-0.859,0.97,real
29.2,left,-16.083,-4.232,0.97,real
29.2,left,-19.235,-9.126,0.81,real
29.2,right,-1.673,-3.809,0.89,real
29.2,right,-4.923,-4.717,0.82,real
29.2,right,-8.348,-6.966,0.89,real
29.2,right,-11.63,-9.743,0.95,real
29.3,left,-2.003,3.276,0.94,real
29.3,left,-6.989,2.017,0.87,real
29.3,left,-11.588,-0.497,0.88,real
29.3,left,-15.823,-4.16,0.84,real
29.3,left,-19.283,-8.982,0.88,real
29.3,right,-1.505,-3.631,0.85,real
29.3,right,-4.855,-4.26,0.85,real
29.3,right,-8.574,-6.461,0.9,real
29.3,right,-11.452,-9.773,0.76,real
29.4,left,-1.866,3.663,0.92,real
29.4,left,-7.052,1.998,0.91,real
29.4,left,-11.442,0.089,0.86,real
29.4,left,-15.436,-3.996,0.78,real
29.4,left,-18.822,-8.577,0.79,real
29.4,right,-1.311,-3.442,0.91,real
29.4,right,-4.987,-4.387,0.84,real
29.4,right,-8.465,-6.641,0.81,real
29.4,right,-11.32,-9.458,0.76,real
29.5,left,-1.519,3.505,0.77,real
29.5,left,-6.718,2.36,0.81,real
29.5,left,-10.983,0.018,0.86,real
29.5,left,-15.1,-3.118,0.9,real
29.5,left,-18.771,-8.278,0.8,real
29.5,right,-0.773,-3.47,0.84,real
29.5,right,-4.845,-4.286,0.88,real
29.5,right,-8.285,-6.194,0.91,real
29.5,right,-11.51,-9.602,0.88,real
29.6,left,-1.357,3.518,0.96,real
29.6,left,-6.181,2.415,0.82,real
29.6,left,-10.819,0.37,0.9,real
29.6,left,-14.967,-3.467,0.88,real
29.6,left,-18.918,-7.791,0.9,real
29.6,right,-1.157,-3.705,0.86,real
29.6,right,-4.704,-4.261,0.87,real
29.6,right,-7.981,-6.343,0.93,real
29.6,right,-11.327,-8.97,0.86,real
29.7,left,-0.961,3.178,0.9,real
29.7,left,-5.525,2.478,0.97,real
29.7,left,-10.794,0.097,0.86,real
29.7,left,-14.68,-3.039,0.99,real
29.7,left,-18.713,-7.771,0.99,real
29.7,right,-0.601,-3.648,0.77,real
29.7,right,-4.571,-4.277,0.99,real
29.7,right,-7.813,-6.169,0.84,real
29.7,right,-11.08,-8.817,0.89,real
29.8,left,-0.879,3.813,0.91,real
29.8,left,-5.524,2.599,0.92,real
29.8,left,-10.138,0.366,0.85,real
29.8,left,-14.361,-2.945,0.92,real
29.8,left,-18.627,-7.403,0.84,real
29.8,right,-0.39,-3.296,0.84,real
29.8,right,-3.977,-4.216,0.95,real
29.8,right,-7.687,-5.648,0.86,real
29.8,right,-10.845,-8.555,0.83,real
29.8,right,-15.774,7.636,0.42,ghost
29.9,left,-0.442,3.877,0.82,real
29.9,left,-5.177,3.076,0.99,real
29.9,left,-10.187,0.642,0.82,real
29.9,left,-14.496,-2.818,0.86,real
29.9,left,-18.429,-7.089,0.86,real
29.9,right,-0.103,-3.615,0.8,real
29.9,right,-4.045,-4.139,0.94,real
29.9,right,-7.424,-5.866,0.94,real
29.9,right,-10.674,-8.541,0.87,real
30.0,left,-0.02,3.349,0.84,real
30.0,left,-5.043,2.845,0.78,real
30.0,left,-9.894,1.175,0.98,real
30.0,left,-14.348,-2.678,0.83,real
30.0,left,-18.628,-6.623,0.84,real
30.0,right,0.138,-3.429,0.91,real
30.0,right,-4.007,-3.938,0.89,real
30.0,right,-7.548,-5.69,0.92,real
30.0,right,-10.531,-8.393,0.94,real
30.1,left,-4.439,2.908,0.91,real
30.1,left,-9.489,1.283,0.76,real
30.1,left,-13.827,-2.375,0.9,real
30.1,left,-17.994,-6.527,0.76,real
30.1,left,-21.671,-11.731,0.83,real
30.1,right,-3.41,-3.796,0.95,real
30.1,right,-7.16,-5.503,0.87,real
30.1,right,-10.576,-8.29,0.85,real
30.1,right,-13.923,-11.658,0.87,real
30.2,left,-4.27,2.673,0.79,real
30.2,left,-8.931,1.033,0.93,real
30.2,left,-13.916,-1.865,0.8,real
30.2,left,-18.043,-5.887,0.9,real
30.2,left,-21.805,-11.35,0.88,real
30.2,right,-3.17,-3.73,0.82,real
30.2,right,-7.055,-5.365,0.91,real
30.2,right,-10.634,-8.066,0.87,real
30.2,right,-13.598,-11.482,0.81,real
30.3,left,-4.244,2.934,0.86,real
30.3,left,-8.718,1.489,0.89,real
30.3,left,-13.745,-1.921,0.85,real
30.3,left,-17.776,-5.979,0.96,real
30.3,left,-21.755,-11.181,0.94,real
30.3,right,-3.157,-3.777,0.9,real
30.3,right,-6.76,-4.973,0.81,real
30.3,right,-10.333,-8.103,0.91,real
30.3,right,-13.359,-11.312,0.86,real
30.4,left,-3.63,3.357,0.91,real
30.4,left,-8.788,1.439,0.9,real
30.4,left,-13.457,-1.505,0.85,real
30.4,left,-17.72,-5.476,0.99,real
30.4,left,-21.572,-10.559,0.86,real
30.4,right,-3.027,-3.81,0.93,real
30.4,right,-6.443,-5.222,0.86,real
30.4,right,-9.91,-7.661,0.84,real
30.4,right,-13.774,-10.825,0.76,real
30.5,left,-3.268,3.131,0.93,real
30.5,left,-8.43,1.373,0.89,real
30.5,left,-13.21,-1.193,0.9,real
30.5,left,-17.763,-5.133,0.98,real
30.5,left,-21.814,-10.329,0.78,real
30.5,right,-2.913,-3.234,0.88,real
30.5,right,-6.421,-4.812,0.96,real
30.5,right,-9.995,-7.516,0.91,real
30.5,right,-13.355,-11.124,0.76,real
30.6,left,-3.334,3.167,0.91,real
30.6,left,-8.062,2.044,0.98,real
30.6,left,-12.805,-0.999,0.89,real
30.6,left,-17.493,-4.784,0.77,real
30.6,left,-21.338,-9.589,0.88,real
30.6,right,-2.588,-3.743,0.88,real
30.6,right,-6.225,-5.031,0.95,real
30.6,right,-9.969,-7.423,0.93,real
30.6,right,-13.547,-10.725,0.94,real
30.7,left,-2.775,3.002,0.96,real
30.7,left,-7.734,1.832,0.85,real
30.7,left,-12.463,-1.045,0.99,real
30.7,left,-17.221,-4.317,0.95,real
30.7,left,-21.257,-9.386,0.87,real
30.7,right,-2.186,-3.715,0.9,real
30.7,right,-6.604,-4.645,0.91,real
30.7,right,-9.561,-7.248,0.99,real
30.7,right,-13.186,-10.436,0.86,real
30.8,left,-2.387,3.277,0.87,real
30.8,left,-7.877,2.049,0.91,real
30.8,left,-12.42,-0.244,0.84,real
30.8,left,-17.014,-4.523,0.81,real
30.8,left,-21.239,-9.226,0.92,real
30.8,right,-1.93,-3.774,0.85,real
30.8,right,-6.178,-4.929,0.87,real
30.8,right,-9.813,-6.866,0.94,real
30.8,right,-13.157,-10.085,0.93,real
30.9,left,-1.968,3.493,0.98,real
30.9,left,-7.525,2.452,0.89,real
30.9,left,-12.018,-0.38,0.93,real
30.9,left,-16.674,-3.817,0.86,real
30.9,left,-21.113,-8.972,0.86,real
30.9,right,-2.083,-3.437,0.85,real
30.9,right,-5.628,-4.961,0.93,real
30.9,right,-9.909,-7.222,0.88,real
30.9,right,-13.091,-9.84,0.82,real
31.0,left,-1.902,3.412,0.81,real
31.0,left,-6.665,1.766,0.99,real
31.0,left,-11.987,-0.243,0.88,real
31.0,left,-16.657,-3.72,0.89,real
31.0,left,-20.463,-8.509,0.76,real
31.0,right,-1.576,-3.827,0.84,real
31.0,right,-5.454,-4.786,0.9,real
31.0,right,-9.259,-6.771,0.72,real
31.0,right,-13.068,-9.616,0.96,real
31.0,unknown,-7.349,-5.634,0.39,ghost
31.1,left,-1.418,3.555,0.74,real
31.1,left,-6.286,2.359,0.87,real
31.1,left,-11.596,0.299,0.94,real
31.1,left,-16.264,-3.161,0.8,real
31.1,left,-20.669,-8.113,0.76,real
31.1,right,-1.693,-3.567,0.94,real
31.1,right,-5.653,-4.476,0.84,real
31.1,right,-9.328,-6.243,0.96,real
31.1,right,-12.896,-9.508,0.8,real
31.2,left,-0.919,3.265,0.97,real
31.2,left,-6.411,2.556,0.81,real
31.2,left,-11.791,0.226,0.88,real
31.2,left,-16.397,-3.345,0.78,real
31.2,left,-20.61,-7.775,0.84,real
31.2,right,-1.13,-3.746,0.89,real
31.2,right,-5.311,-4.63,0.86,real
31.2,right,-9.111,-6.299,0.92,real
31.2,right,-12.839,-9.382,0.83,real
31.3,left,-0.621,3.331,0.78,real
31.3,left,-5.685,2.503,0.93,real
31.3,left,-10.92,0.311,0.83,real
31.3,left,-16.13,-2.699,0.89,real
31.3,left,-20.561,-7.489,0.88,real
31.3,right,-1.099,-3.063,0.78,real
31.3,right,-5.189,-4.485,0.98,real
31.3,right,-8.915,-6.563,0.87,real
31.3,right,-12.869,-9.082,0.84,real
31.4,left,-0.674,2.941,0.71,real
31.4,left,-5.807,3.064,0.85,real
31.4,left,-10.599,0.431,0.9,real
31.4,left,-15.671,-2.78,0.78,real
31.4,left,-20.437,-7.06,0.74,real
31.4,right,-1.07,-3.697,0.92,real
31.4,right,-4.707,-4.176,0.76,real
31.4,right,-8.569,-6.299,0.84,real
31.4,right,-12.393,-8.862,0.9,real
31.5,left,-0.506,3.571,0.95,real
31.5,left,-5.34,2.448,0.92,real
31.5,left,-10.384,0.587,0.82,real
31.5,left,-15.373,-2.399,0.86,real
31.5,left,-19.834,-6.973,0.99,real
31.5,right,-0.48,-3.741,0.76,real
31.5,right,-4.601,-4.054,0.89,real
31.5,right,-8.664,-5.743,0.87,real
31.5,right,-12.575,-8.591,0.97,real
31.6,left,-5.241,2.95,0.8,real
31.6,left,-10.27,1.004,0.85,real
31.6,left,-15.286,-2.138,0.84,real
31.6,left,-20.12,-6.759,0.86,real
31.6,right,-0.426,-3.225,0.92,real
31.6,right,-4.637,-4.481,0.98,real
31.6,right,-8.221,-5.865,0.93,real
31.6,right,-11.934,-8.616,0.91,real
31.7,left,-4.764,2.934,0.85,real
31.7,left,-9.778,1.429,0.99,real
31.7,left,-14.894,-1.757,0.82,real
31.7,left,-19.676,-6.346,0.87,real
31.7,right,-0.104,-3.336,0.81,real
31.7,right,-4.416,-3.804,0.89,real
31.7,right,-8.31,-5.772,0.9,real
31.7,right,-12.157,-7.94,0.88,real
31.7,right,-15.884,-11.716,0.98,real
31.8,left,-4.371,2.999,0.96,real
31.8,left,-9.706,0.955,0.72,real
31.8,left,-14.71,-1.884,0.83,real
31.8,left,-19.418,-5.589,0.87,real
31.8,right,-0.098,-3.656,0.8,real
31.8,right,-3.962,-4.261,0.99,real
31.8,right,-8.154,-5.395,0.79,real
31.8,right,-12.112,-8.332,0.96,real
31.8,right,-15.982,-11.434,0.83,real
31.9,left,-3.973,2.625,0.99,real
31.9,left,-9.276,1.591,0.92,real
31.9,left,-14.354,-1.446,0.81,real
31.9,left,-19.69,-5.501,0.9,real
31.9,right,-3.694,-3.898,0.75,real
31.9,right,-7.844,-5.394,0.91,real
31.9,right,-11.819,-7.801,0.89,real
31.9,right,-16.07,-11.423,0.99,real
32.0,left,-3.294,3.264,0.97,real
32.0,left,-9.341,1.557,0.81,real
32.0,left,-14.43,-1.212,0.99,real
32.0,left,-19.463,-5.548,0.85,real
32.0,right,-3.654,-3.879,0.79,real
32.0,right,-7.795,-4.998,0.86,real
32.0,right,-11.565,-7.845,0.91,real
32.0,right,-15.666,-11.06,0.91,real
32.1,left,-3.524,3.181,0.87,real
32.1,left,-8.707,1.91,0.79,real
32.1,left,-13.554,-1.312,0.99,real
32.1,left,-18.842,-5.066,0.91,real
32.1,right,-3.348,-3.933,0.87,real
32.1,right,-7.965,-5.373,0.82,real
32.1,right,-11.412,-7.86,0.86,real
32.1,right,-15.579,-10.982,0.88,real
32.2,left,-3.31,2.979,0.85,real
32.2,left,-8.248,1.616,0.91,real
32.2,left,-13.528,-0.894,0.74,real
32.2,left,-18.869,-4.5,0.84,real
32.2,right,-3.03,-3.825,0.9,real
32.2,right,-7.029,-5.112,0.86,real
32.2,right,-11.45,-7.222,0.84,real
32.2,right,-15.47,-11.008,0.89,real
32.3,left,-2.67,3.393,0.82,real
32.3,left,-8.067,1.975,0.99,real
32.3,left,-13.672,-0.653,0.84,real
32.3,left,-18.764,-4.293,0.8,real
32.3,right,-2.879,-3.802,0.81,real
32.3,right,-6.864,-4.955,0.85,real
32.3,right,-10.984,-7.471,0.96,real
32.3,right,-15.781,-10.392,0.92,real
32.4,left,-2.676,3.62,0.84,real
32.4,left,-7.905,1.995,0.89,real
32.4,left,-13.356,-0.09,0.83,real
32.4,left,-19.032,-4.15,0.81,real
32.4,right,-2.733,-3.498,0.86,real
32.4,right,-6.906,-4.875,0.83,real
32.4,right,-11.543,-6.772,0.87,real
32.4,right,-15.185,-10.075,0.78,real
32.5,left,-2.001,3.183,0.87,real
32.5,left,-7.41,2.208,0.99,real
32.5,left,-13.178,-0.225,0.93,real
32.5,left,-18.221,-4.083,0.97,real
32.5,right,-2.456,-3.675,0.94,real
32.5,right,-6.876,-4.954,0.93,real
32.5,right,-11.024,-6.63,0.98,real
32.5,right,-15.109,-10.051,0.88,real
32.6,left,-1.993,3.447,0.87,real
32.6,left,-7.157,2.876,0.86,real
32.6,left,-12.599,0.162,0.95,real
32.6,left,-18.21,-3.262,0.84,real
32.6,right,-2.35,-3.795,0.88,real
32.6,right,-6.74,-4.712,0.91,real
32.6,right,-10.833,-6.927,0.94,real
32.6,right,-15.279,-9.882,0.84,real
32.7,left,-1.599,3.317,0.84,real
32.7,left,-7.084,2.385,0.95,real
32.7,left,-12.398,-0.157,0.98,real
32.7,left,-18.009,-3.474,0.83,real
32.7,right,-2.39,-3.35,0.89,real
32.7,right,-6.18,-4.233,0.79,real
32.7,right,-10.534,-6.679,0.85,real
32.7,right,-15.081,-9.495,0.82,real
32.8,left,-1.392,3.661,0.86,real
32.8,left,-6.715,2.662,0.89,real
32.8,left,-12.168,0.455,0.88,real
32.8,left,-17.769,-3.075,0.88,real
32.8,right,-1.793,-3.466,0.69,real
32.8,right,-6.044,-4.353,0.79,real
32.8,right,-10.254,-6.65,0.99,real
32.8,right,-14.839,-9.13,0.87,real
32.9,left,-1.005,3.196,0.79,real
32.9,left,-6.158,2.257,0.95,real
32.9,left,-11.806,0.558,0.91,real
32.9,left,-17.665,-2.831,0.92,real
32.9,right,-1.588,-3.793,0.92,real
32.9,right,-5.669,-4.326,0.99,real
32.9,right,-9.92,-6.092,0.92,real
32.9,right,-14.607,-8.912,0.63,real
33.0,left,-0.427,3.507,0.81,real
