timestamp,x,y,yaw_rad,speed_mps,steering_rad,yaw_rate_rps
44.6,-1.675,-24.978,-0.0262,7.1,0.015,0.008
44.7,-1.256,-24.988,-0.0196,7.075,0.011,0.006
44.8,-0.838,-24.995,-0.0131,7.05,0.008,0.004
44.9,-0.419,-24.999,-0.0065,7.025,0.004,0.002
45.0,-0.0,-25.0,-0.0,7.0,0.0,0.0
45.1,0.419,-24.999,0.0065,6.975,-0.004,-0.002
45.2,0.838,-24.995,0.0131,6.95,-0.008,-0.004
45.3,1.256,-24.988,0.0196,6.925,-0.011,-0.006
45.4,1.675,-24.978,0.0262,6.9,-0.015,-0.008
45.5,2.093,-24.966,0.0327,6.875,-0.019,-0.01
45.6,2.512,-24.951,0.0393,6.85,-0.023,-0.012
45.7,2.93,-24.933,0.0459,6.825,-0.026,-0.014
45.8,3.347,-24.912,0.0524,6.8,-0.03,-0.017
45.9,3.764,-24.889,0.059,6.775,-0.034,-0.019
46.0,4.181,-24.863,0.0656,6.751,-0.037,-0.021
46.1,4.597,-24.834,0.0722,6.726,-0.041,-0.023
46.2,5.013,-24.803,0.0788,6.702,-0.045,-0.025
46.3,5.429,-24.769,0.0854,6.677,-0.048,-0.027
46.4,5.843,-24.732,0.092,6.653,-0.052,-0.029
46.5,6.257,-24.692,0.0987,6.629,-0.056,-0.031
46.6,6.671,-24.65,0.1053,6.605,-0.059,-0.033
46.7,7.083,-24.605,0.112,6.582,-0.063,-0.035
46.8,7.495,-24.557,0.1187,6.558,-0.066,-0.036
46.9,7.906,-24.507,0.1254,6.535,-0.07,-0.038
47.0,8.316,-24.454,0.1321,6.512,-0.073,-0.04
47.1,8.726,-24.398,0.1388,6.489,-0.077,-0.042
47.2,9.134,-24.339,0.1456,6.466,-0.08,-0.044
47.3,9.541,-24.278,0.1523,6.444,-0.083,-0.046
47.4,9.948,-24.215,0.1591,6.422,-0.087,-0.048
47.5,10.353,-24.148,0.1659,6.4,-0.09,-0.049
47.6,10.757,-24.079,0.1728,6.378,-0.093,-0.051
47.7,11.16,-24.007,0.1796,6.357,-0.096,-0.053
47.8,11.561,-23.933,0.1865,6.336,-0.1,-0.055
47.9,11.962,-23.856,0.1934,6.315,-0.103,-0.057
48.0,12.361,-23.776,0.2004,6.295,-0.106,-0.058
48.1,12.758,-23.694,0.2073,6.274,-0.109,-0.06
48.2,13.155,-23.609,0.2143,6.255,-0.112,-0.061
48.3,13.55,-23.522,0.2213,6.235,-0.115,-0.063
48.4,13.943,-23.432,0.2284,6.216,-0.118,-0.065
48.5,14.335,-23.34,0.2355,6.197,-0.12,-0.066
48.6,14.725,-23.244,0.2426,6.179,-0.123,-0.068
48.7,15.114,-23.147,0.2497,6.16,-0.126,-0.069
48.8,15.501,-23.047,0.2569,6.143,-0.129,-0.071
48.9,15.886,-22.944,0.2641,6.125,-0.131,-0.072
49.0,16.269,-22.839,0.2714,6.108,-0.134,-0.074
49.1,16.651,-22.731,0.2787,6.092,-0.136,-0.075
49.2,17.031,-22.621,0.286,6.075,-0.139,-0.076
49.3,17.409,-22.508,0.2934,6.06,-0.141,-0.078
49.4,17.785,-22.393,0.3008,6.044,-0.143,-0.079
49.5,18.16,-22.275,0.3083,6.029,-0.146,-0.08
49.6,18.532,-22.155,0.3158,6.015,-0.148,-0.081
49.7,18.902,-22.033,0.3234,6.0,-0.15,-0.082
49.8,19.27,-21.908,0.331,5.987,-0.152,-0.084
49.9,19.636,-21.78,0.3386,5.974,-0.154,-0.085
50.0,20.0,-21.651,0.3463,5.961,-0.156,-0.086
50.1,20.362,-21.519,0.354,5.948,-0.158,-0.087
50.2,20.721,-21.384,0.3618,5.937,-0.16,-0.088
50.3,21.078,-21.247,0.3697,5.925,-0.161,-0.089
50.4,21.433,-21.108,0.3776,5.914,-0.163,-0.09
50.5,21.786,-20.967,0.3856,5.904,-0.164,-0.09
50.6,22.136,-20.823,0.3936,5.894,-0.166,-0.091
50.7,22.483,-20.677,0.4017,5.884,-0.167,-0.092
50.8,22.829,-20.529,0.4098,5.875,-0.169,-0.093
50.9,23.171,-20.378,0.418,5.867,-0.17,-0.093
51.0,23.511,-20.225,0.4262,5.859,-0.171,-0.094
51.1,23.849,-20.07,0.4346,5.851,-0.172,-0.095
51.2,24.184,-19.913,0.443,5.844,-0.173,-0.095
51.3,24.516,-19.754,0.4514,5.838,-0.174,-0.096
51.4,24.846,-19.592,0.4599,5.832,-0.175,-0.096
51.5,25.173,-19.429,0.4685,5.826,-0.176,-0.097
51.6,25.497,-19.263,0.4772,5.821,-0.177,-0.097
51.7,25.818,-19.095,0.4859,5.817,-0.177,-0.098
51.8,26.137,-18.925,0.4947,5.813,-0.178,-0.098
51.9,26.452,-18.753,0.5036,5.809,-0.179,-0.098
52.0,26.765,-18.579,0.5126,5.807,-0.179,-0.098
52.1,27.075,-18.402,0.5216,5.804,-0.179,-0.099
52.2,27.382,-18.224,0.5307,5.802,-0.18,-0.099
52.3,27.686,-18.044,0.5399,5.801,-0.18,-0.099
52.4,27.987,-17.862,0.5492,5.8,-0.18,-0.099
52.5,28.284,-17.678,0.5586,5.8,-0.18,-0.099
52.6,28.579,-17.492,0.5681,5.8,-0.18,-0.099
52.7,28.87,-17.304,0.5776,5.801,-0.18,-0.099
52.8,29.159,-17.114,0.5872,5.802,-0.18,-0.099
52.9,29.444,-16.922,0.597,5.804,-0.179,-0.099
53.0,29.726,-16.728,0.6068,5.807,-0.179,-0.098
53.1,30.004,-16.533,0.6167,5.809,-0.179,-0.098
53.2,30.28,-16.336,0.6267,5.813,-0.178,-0.098
53.3,30.552,-16.136,0.6368,5.817,-0.177,-0.098
53.4,30.821,-15.936,0.647,5.821,-0.177,-0.097
53.5,31.086,-15.733,0.6573,5.826,-0.176,-0.097
53.6,31.348,-15.529,0.6677,5.832,-0.175,-0.096
53.7,31.606,-15.323,0.6782,5.838,-0.174,-0.096
53.8,31.861,-15.115,0.6889,5.844,-0.173,-0.095
53.9,32.113,-14.906,0.6996,5.851,-0.172,-0.095
54.0,32.361,-14.695,0.7104,5.859,-0.171,-0.094
54.1,32.605,-14.482,0.7214,5.867,-0.17,-0.093
54.2,32.846,-14.268,0.7324,5.875,-0.169,-0.093
54.3,33.083,-14.052,0.7436,5.884,-0.167,-0.092
54.4,33.317,-13.835,0.7549,5.894,-0.166,-0.091
54.5,33.547,-13.616,0.7662,5.904,-0.164,-0.09
54.6,33.773,-13.396,0.7778,5.914,-0.163,-0.09
54.7,33.996,-13.174,0.7894,5.925,-0.161,-0.089
54.8,34.215,-12.951,0.8011,5.937,-0.16,-0.088
54.9,34.43,-12.726,0.813,5.948,-0.158,-0.087
55.0,34.641,-12.5,0.825,5.961,-0.156,-0.086
55.1,34.849,-12.273,0.8371,5.974,-0.154,-0.085
55.2,35.052,-12.044,0.8494,5.987,-0.152,-0.084
55.3,35.252,-11.814,0.8617,6.0,-0.15,-0.082
55.4,35.448,-11.582,0.8742,6.015,-0.148,-0.081
55.5,35.64,-11.35,0.8868,6.029,-0.146,-0.08
55.6,35.828,-11.116,0.8996,6.044,-0.143,-0.079
55.7,36.013,-10.881,0.9124,6.06,-0.141,-0.078
55.8,36.193,-10.644,0.9254,6.075,-0.139,-0.076
55.9,36.369,-10.407,0.9386,6.092,-0.136,-0.075
56.0,36.542,-10.168,0.9518,6.108,-0.134,-0.074
56.1,36.71,-9.929,0.9652,6.125,-0.131,-0.072
56.2,36.875,-9.688,0.9787,6.143,-0.129,-0.071
56.3,37.035,-9.446,0.9924,6.16,-0.126,-0.069
56.4,37.191,-9.203,1.0061,6.179,-0.123,-0.068
56.5,37.343,-8.959,1.02,6.197,-0.12,-0.066
56.6,37.491,-8.714,1.034,6.216,-0.118,-0.065
56.7,37.635,-8.468,1.0482,6.235,-0.115,-0.063
56.8,37.775,-8.222,1.0625,6.255,-0.112,-0.061
56.9,37.911,-7.974,1.0769,6.274,-0.109,-0.06
57.0,38.042,-7.725,1.0914,6.295,-0.106,-0.058
57.1,38.17,-7.476,1.106,6.315,-0.103,-0.057
57.2,38.293,-7.226,1.1208,6.336,-0.1,-0.055
57.3,38.412,-6.975,1.1357,6.357,-0.096,-0.053
57.4,38.527,-6.723,1.1507,6.378,-0.093,-0.051
57.5,38.637,-6.47,1.1658,6.4,-0.09,-0.049
57.6,38.743,-6.217,1.181,6.422,-0.087,-0.048
57.7,38.845,-5.963,1.1963,6.444,-0.083,-0.046
57.8,38.943,-5.709,1.2118,6.466,-0.08,-0.044
57.9,39.037,-5.454,1.2273,6.489,-0.077,-0.042
58.0,39.126,-5.198,1.243,6.512,-0.073,-0.04
58.1,39.211,-4.941,1.2587,6.535,-0.07,-0.038
58.2,39.291,-4.685,1.2746,6.558,-0.066,-0.036
58.3,39.368,-4.427,1.2905,6.582,-0.063,-0.035
58.4,39.44,-4.169,1.3065,6.605,-0.059,-0.033
58.5,39.508,-3.911,1.3226,6.629,-0.056,-0.031
58.6,39.571,-3.652,1.3388,6.653,-0.052,-0.029
58.7,39.63,-3.393,1.355,6.677,-0.048,-0.027
58.8,39.685,-3.133,1.3714,6.702,-0.045,-0.025
58.9,39.735,-2.873,1.3877,6.726,-0.041,-0.023
59.0,39.781,-2.613,1.4042,6.751,-0.037,-0.021
59.1,39.822,-2.353,1.4207,6.775,-0.034,-0.019
59.2,39.86,-2.092,1.4372,6.8,-0.03,-0.017
59.3,39.893,-1.831,1.4538,6.825,-0.026,-0.014
59.4,39.921,-1.57,1.4705,6.85,-0.023,-0.012
59.5,39.945,-1.308,1.4871,6.875,-0.019,-0.01
59.6,39.965,-1.047,1.5038,6.9,-0.015,-0.008
59.7,39.98,-0.785,1.5206,6.925,-0.011,-0.006
59.8,39.991,-0.524,1.5373,6.95,-0.008,-0.004
59.9,39.998,-0.262,1.554,6.975,-0.004,-0.002
60.0,40.0,0.0,1.5708,7.0,0.0,0.0
60.1,39.998,0.262,1.5876,7.025,0.004,0.002
60.2,39.991,0.524,1.6043,7.05,0.008,0.004
60.3,39.98,0.785,1.621,7.075,0.011,0.006
60.4,39.965,1.047,1.6378,7.1,0.015,0.008
60.5,39.945,1.308,1.6545,7.125,0.019,0.01
60.6,39.921,1.57,1.6711,7.15,0.023,0.012
60.7,39.893,1.831,1.6878,7.175,0.026,0.014
60.8,39.86,2.092,1.7044,7.2,0.03,0.017
60.9,39.822,2.353,1.7209,7.225,0.034,0.019
61.0,39.781,2.613,1.7374,7.249,0.037,0.021
61.1,39.735,2.873,1.7539,7.274,0.041,0.023
61.2,39.685,3.133,1.7702,7.298,0.045,0.025
61.3,39.63,3.393,1.7866,7.323,0.048,0.027
61.4,39.571,3.652,1.8028,7.347,0.052,0.029
61.5,39.508,3.911,1.819,7.371,0.056,0.031
61.6,39.44,4.169,1.8351,7.395,0.059,0.033
61.7,39.368,4.427,1.8511,7.418,0.063,0.035
61.8,39.291,4.685,1.867,7.442,0.066,0.036
61.9,39.211,4.941,1.8829,7.465,0.07,0.038
62.0,39.126,5.198,1.8986,7.488,0.073,0.04
62.1,39.037,5.454,1.9143,7.511,0.077,0.042
62.2,38.943,5.709,1.9298,7.534,0.08,0.044
62.3,38.845,5.963,1.9453,7.556,0.083,0.046
62.4,38.743,6.217,1.9606,7.578,0.087,0.048
62.5,38.637,6.47,1.9758,7.6,0.09,0.049
62.6,38.527,6.723,1.9909,7.622,0.093,0.051
62.7,38.412,6.975,2.0059,7.643,0.096,0.053
62.8,38.293,7.226,2.0208,7.664,0.1,0.055
62.9,38.17,7.476,2.0356,7.685,0.103,0.057
63.0,38.042,7.725,2.0502,7.705,0.106,0.058
63.1,37.911,7.974,2.0647,7.726,0.109,0.06
63.2,37.775,8.222,2.0791,7.745,0.112,0.061
63.3,37.635,8.468,2.0934,7.765,0.115,0.063
63.4,37.491,8.714,2.1076,7.784,0.118,0.065
63.5,37.343,8.959,2.1216,7.803,0.12,0.066
63.6,37.191,9.203,2.1355,7.821,0.123,0.068
63.7,37.035,9.446,2.1492,7.84,0.126,0.069
63.8,36.875,9.688,2.1629,7.857,0.129,0.071
63.9,36.71,9.929,2.1764,7.875,0.131,0.072
64.0,36.542,10.168,2.1898,7.892,0.134,0.074
64.1,36.369,10.407,2.203,7.908,0.136,0.075
64.2,36.193,10.644,2.2162,7.925,0.139,0.076
64.3,36.013,10.881,2.2291,7.94,0.141,0.078
64.4,35.828,11.116,2.242,7.956,0.143,0.079
64.5,35.64,11.35,2.2548,7.971,0.146,0.08
64.6,35.448,11.582,2.2674,7.985,0.148,0.081
64.7,35.252,11.814,2.2799,8.0,0.15,0.082
64.8,35.052,12.044,2.2922,8.013,0.152,0.084
64.9,34.849,12.273,2.3045,8.026,0.154,0.085
65.0,34.641,12.5,2.3166,8.039,0.156,0.086
65.1,34.43,12.726,2.3286,8.052,0.158,0.087
65.2,34.215,12.951,2.3404,8.063,0.16,0.088
65.3,33.996,13.174,2.3522,8.075,0.161,0.089
65.4,33.773,13.396,2.3638,8.086,0.163,0.09
65.5,33.547,13.616,2.3753,8.096,0.164,0.09
65.6,33.317,13.835,2.3867,8.106,0.166,0.091
65.7,33.083,14.052,2.398,8.116,0.167,0.092
65.8,32.846,14.268,2.4092,8.125,0.169,0.093
65.9,32.605,14.482,2.4202,8.133,0.17,0.093
66.0,32.361,14.695,2.4312,8.141,0.171,0.094
66.1,32.113,14.906,2.442,8.149,0.172,0.095
66.2,31.861,15.115,2.4527,8.156,0.173,0.095
66.3,31.606,15.323,2.4634,8.162,0.174,0.096
66.4,31.348,15.529,2.4739,8.168,0.175,0.096
66.5,31.086,15.733,2.4843,8.174,0.176,0.097
66.6,30.821,15.936,2.4946,8.179,0.177,0.097
66.7,30.552,16.136,2.5048,8.183,0.177,0.098
66.8,30.28,16.336,2.5149,8.187,0.178,0.098
66.9,30.004,16.533,2.5249,8.191,0.179,0.098
67.0,29.726,16.728,2.5348,8.193,0.179,0.098
67.1,29.444,16.922,2.5446,8.196,0.179,0.099
67.2,29.159,17.114,2.5544,8.198,0.18,0.099
67.3,28.87,17.304,2.564,8.199,0.18,0.099
67.4,28.579,17.492,2.5735,8.2,0.18,0.099
67.5,28.284,17.678,2.583,8.2,0.18,0.099
67.6,27.987,17.862,2.5924,8.2,0.18,0.099
67.7,27.686,18.044,2.6016,8.199,0.18,0.099
67.8,27.382,18.224,2.6109,8.198,0.18,0.099
67.9,27.075,18.402,2.62,8.196,0.179,0.099
68.0,26.765,18.579,2.629,8.193,0.179,0.098
68.1,26.452,18.753,2.638,8.191,0.179,0.098
68.2,26.137,18.925,2.6469,8.187,0.178,0.098
68.3,25.818,19.095,2.6557,8.183,0.177,0.098
68.4,25.497,19.263,2.6644,8.179,0.177,0.097
68.5,25.173,19.429,2.6731,8.174,0.176,0.097
68.6,24.846,19.592,2.6817,8.168,0.175,0.096
68.7,24.516,19.754,2.6902,8.162,0.174,0.096
68.8,24.184,19.913,2.6986,8.156,0.173,0.095
68.9,23.849,20.07,2.707,8.149,0.172,0.095
69.0,23.511,20.225,2.7153,8.141,0.171,0.094
69.1,23.171,20.378,2.7236,8.133,0.17,0.093
69.2,22.829,20.529,2.7318,8.125,0.169,0.093
69.3,22.483,20.677,2.7399,8.116,0.167,0.092
69.4,22.136,20.823,2.748,8.106,0.166,0.091
69.5,21.786,20.967,2.756,8.096,0.164,0.09
69.6,21.433,21.108,2.764,8.086,0.163,0.09
69.7,21.078,21.247,2.7719,8.075,0.161,0.089
69.8,20.721,21.384,2.7797,8.063,0.16,0.088
69.9,20.362,21.519,2.7875,8.052,0.158,0.087
70.0,20.0,21.651,2.7953,8.039,0.156,0.086
70.1,19.636,21.78,2.803,8.026,0.154,0.085
70.2,19.27,21.908,2.8106,8.013,0.152,0.084
70.3,18.902,22.033,2.8182,8.0,0.15,0.082
70.4,18.532,22.155,2.8258,7.985,0.148,0.081
70.5,18.16,22.275,2.8333,7.971,0.146,0.08
70.6,17.785,22.393,2.8408,7.956,0.143,0.079
70.7,17.409,22.508,2.8482,7.94,0.141,0.078
70.8,17.031,22.621,2.8556,7.925,0.139,0.076
70.9,16.651,22.731,2.8629,7.908,0.136,0.075
71.0,16.269,22.839,2.8702,7.892,0.134,0.074
71.1,15.886,22.944,2.8775,7.875,0.131,0.072
71.2,15.501,23.047,2.8847,7.857,0.129,0.071
71.3,15.114,23.147,2.8919,7.84,0.126,0.069
71.4,14.725,23.244,2.899,7.821,0.123,0.068
71.5,14.335,23.34,2.9061,7.803,0.12,0.066
71.6,13.943,23.432,2.9132,7.784,0.118,0.065
71.7,13.55,23.522,2.9203,7.765,0.115,0.063
71.8,13.155,23.609,2.9273,7.745,0.112,0.061
71.9,12.758,23.694,2.9343,7.726,0.109,0.06
72.0,12.361,23.776,2.9412,7.705,0.106,0.058
72.1,11.962,23.856,2.9482,7.685,0.103,0.057
72.2,11.561,23.933,2.9551,7.664,0.1,0.055
72.3,11.16,24.007,2.962,7.643,0.096,0.053
72.4,10.757,24.079,2.9688,7.622,0.093,0.051
72.5,10.353,24.148,2.9757,7.6,0.09,0.049
72.6,9.948,24.215,2.9825,7.578,0.087,0.048
72.7,9.541,24.278,2.9893,7.556,0.083,0.046
72.8,9.134,24.339,2.996,7.534,0.08,0.044
72.9,8.726,24.398,3.0028,7.511,0.077,0.042
73.0,8.316,24.454,3.0095,7.488,0.073,0.04
73.1,7.906,24.507,3.0162,7.465,0.07,0.038
73.2,7.495,24.557,3.0229,7.442,0.066,0.036
73.3,7.083,24.605,3.0296,7.418,0.063,0.035
73.4,6.671,24.65,3.0363,7.395,0.059,0.033
73.5,6.257,24.692,3.0429,7.371,0.056,0.031
73.6,5.843,24.732,3.0496,7.347,0.052,0.029
73.7,5.429,24.769,3.0562,7.323,0.048,0.027
73.8,5.013,24.803,3.0628,7.298,0.045,0.025
73.9,4.597,24.834,3.0694,7.274,0.041,0.023
74.0,4.181,24.863,3.076,7.249,0.037,0.021
74.1,3.764,24.889,3.0826,7.225,0.034,0.019
74.2,3.347,24.912,3.0892,7.2,0.03,0.017
74.3,2.93,24.933,3.0957,7.175,0.026,0.014
74.4,2.512,24.951,3.1023,7.15,0.023,0.012
74.5,2.093,24.966,3.1088,7.125,0.019,0.01
74.6,1.675,24.978,3.1154,7.1,0.015,0.008
74.7,1.256,24.988,3.122,7.075,0.011,0.006
74.8,0.838,24.995,3.1285,7.05,0.008,0.004
74.9,0.419,24.999,3.135,7.025,0.004,0.002
75.0,0.0,25.0,3.1416,7.0,0.0,0.0
75.1,-0.419,24.999,-3.135,6.975,-0.004,-0.002
75.2,-0.838,24.995,-3.1285,6.95,-0.008,-0.004
75.3,-1.256,24.988,-3.122,6.925,-0.011,-0.006
75.4,-1.675,24.978,-3.1154,6.9,-0.015,-0.008
75.5,-2.093,24.966,-3.1088,6.875,-0.019,-0.01
75.6,-2.512,24.951,-3.1023,6.85,-0.023,-0.012
75.7,-2.93,24.933,-3.0957,6.825,-0.026,-0.014
75.8,-3.347,24.912,-3.0892,6.8,-0.03,-0.017
75.9,-3.764,24.889,-3.0826,6.775,-0.034,-0.019
76.0,-4.181,24.863,-3.076,6.751,-0.037,-0.021
76.1,-4.597,24.834,-3.0694,6.726,-0.041,-0.023
76.2,-5.013,24.803,-3.0628,6.702,-0.045,-0.025
76.3,-5.429,24.769,-3.0562,6.677,-0.048,-0.027
76.4,-5.843,24.732,-3.0496,6.653,-0.052,-0.029
76.5,-6.257,24.692,-3.0429,6.629,-0.056,-0.031
76.6,-6.671,24.65,-3.0363,6.605,-0.059,-0.033
76.7,-7.083,24.605,-3.0296,6.582,-0.063,-0.035
76.8,-7.495,24.557,-3.0229,6.558,-0.066,-0.036
76.9,-7.906,24.507,-3.0162,6.535,-0.07,-0.038
77.0,-8.316,24.454,-3.0095,6.512,-0.073,-0.04
77.1,-8.726,24.398,-3.0028,6.489,-0.077,-0.042
77.2,-9.134,24.339,-2.996,6.466,-0.08,-0.044
77.3,-9.541,24.278,-2.9893,6.444,-0.083,-0.046
77.4,-9.948,24.215,-2.9825,6.422,-0.087,-0.048
77.5,-10.353,24.148,-2.9757,6.4,-0.09,-0.05
77.6,-10.757,24.079,-2.9688,6.378,-0.093,-0.051
77.7,-11.16,24.007,-2.962,6.357,-0.096,-0.053
77.8,-11.561,23.933,-2.9551,6.336,-0.1,-0.055
77.9,-11.962,23.856,-2.9482,6.315,-0.103,-0.057
78.0,-12.361,23.776,-2.9412,6.295,-0.106,-0.058
78.1,-12.758,23.694,-2.9343,6.274,-0.109,-0.06
78.2,-13.155,23.609,-2.9273,6.255,-0.112,-0.061
78.3,-13.55,23.522,-2.9203,6.235,-0.115,-0.063
78.4,-13.943,23.432,-2.9132,6.216,-0.118,-0.065
78.5,-14.335,23.34,-2.9061,6.197,-0.12,-0.066
78.6,-14.725,23.244,-2.899,6.179,-0.123,-0.068
78.7,-15.114,23.147,-2.8919,6.16,-0.126,-0.069
78.8,-15.501,23.047,-2.8847,6.143,-0.129,-0.071
78.9,-15.886,22.944,-2.8775,6.125,-0.131,-0.072
79.0,-16.269,22.839,-2.8702,6.108,-0.134,-0.074
79.1,-16.651,22.731,-2.8629,6.092,-0.136,-0.075
79.2,-17.031,22.621,-2.8556,6.075,-0.139,-0.076
79.3,-17.409,22.508,-2.8482,6.06,-0.141,-0.078
79.4,-17.785,22.393,-2.8408,6.044,-0.143,-0.079
79.5,-18.16,22.275,-2.8333,6.029,-0.146,-0.08
79.6,-18.532,22.155,-2.8258,6.015,-0.148,-0.081
79.7,-18.902,22.033,-2.8182,6.0,-0.15,-0.082
79.8,-19.27,21.908,-2.8106,5.987,-0.152,-0.084
79.9,-19.636,21.78,-2.803,5.974,-0.154,-0.085
80.0,-20.0,21.651,-2.7953,5.961,-0.156,-0.086
80.1,-20.362,21.519,-2.7875,5.948,-0.158,-0.087
80.2,-20.721,21.384,-2.7797,5.937,-0.16,-0.088
80.3,-21.078,21.247,-2.7719,5.925,-0.161,-0.089
80.4,-21.433,21.108,-2.764,5.914,-0.163,-0.09
80.5,-21.786,20.967,-2.756,5.904,-0.164,-0.09
80.6,-22.136,20.823,-2.748,5.894,-0.166,-0.091
80.7,-22.483,20.677,-2.7399,5.884,-0.167,-0.092
80.8,-22.829,20.529,-2.7318,5.875,-0.169,-0.093
80.9,-23.171,20.378,-2.7236,5.867,-0.17,-0.093
81.0,-23.511,20.225,-2.7153,5.859,-0.171,-0.094
81.1,-23.849,20.07,-2.707,5.851,-0.172,-0.095
81.2,-24.184,19.913,-2.6986,5.844,-0.173,-0.095
81.3,-24.516,19.754,-2.6902,5.838,-0.174,-0.096
81.4,-24.846,19.592,-2.6817,5.832,-0.175,-0.096
81.5,-25.173,19.429,-2.6731,5.826,-0.176,-0.097
81.6,-25.497,19.263,-2.6644,5.821,-0.177,-0.097
81.7,-25.818,19.095,-2.6557,5.817,-0.177,-0.098
81.8,-26.137,18.925,-2.6469,5.813,-0.178,-0.098
81.9,-26.452,18.753,-2.638,5.809,-0.179,-0.098
82.0,-26.765,18.579,-2.629,5.807,-0.179,-0.098
82.1,-27.075,18.402,-2.62,5.804,-0.179,-0.099
82.2,-27.382,18.224,-2.6109,5.802,-0.18,-0.099
82.3,-27.686,18.044,-2.6016,5.801,-0.18,-0.099
82.4,-27.987,17.862,-2.5924,5.8,-0.18,-0.099
82.5,-28.284,17.678,-2.583,5.8,-0.18,-0.099
82.6,-28.579,17.492,-2.5735,5.8,-0.18,-0.099
82.7,-28.87,17.304,-2.564,5.801,-0.18,-0.099
82.8,-29.159,17.114,-2.5544,5.802,-0.18,-0.099
82.9,-29.444,16.922,-2.5446,5.804,-0.179,-0.099
83.0,-29.726,16.728,-2.5348,5.807,-0.179,-0.098
83.1,-30.004,16.533,-2.5249,5.809,-0.179,-0.098
83.2,-30.28,16.336,-2.5149,5.813,-0.178,-0.098
83.3,-30.552,16.136,-2.5048,5.817,-0.177,-0.098
83.4,-30.821,15.936,-2.4946,5.821,-0.177,-0.097
83.5,-31.086,15.733,-2.4843,5.826,-0.176,-0.097
83.6,-31.348,15.529,-2.4739,5.832,-0.175,-0.096
83.7,-31.606,15.323,-2.4634,5.838,-0.174,-0.096
83.8,-31.861,15.115,-2.4527,5.844,-0.173,-0.095
83.9,-32.113,14.906,-2.442,5.851,-0.172,-0.095
84.0,-32.361,14.695,-2.4312,5.859,-0.171,-0.094
84.1,-32.605,14.482,-2.4202,5.867,-0.17,-0.093
84.2,-32.846,14.268,-2.4092,5.875,-0.169,-0.093
84.3,-33.083,14.052,-2.398,5.884,-0.167,-0.092
84.4,-33.317,13.835,-2.3867,5.894,-0.166,-0.091
84.5,-33.547,13.616,-2.3753,5.904,-0.164,-0.09
84.6,-33.773,13.396,-2.3638,5.914,-0.163,-0.09
84.7,-33.996,13.174,-2.3522,5.925,-0.161,-0.089
84.8,-34.215,12.951,-2.3404,5.937,-0.16,-0.088
84.9,-34.43,12.726,-2.3286,5.948,-0.158,-0.087
85.0,-34.641,12.5,-2.3166,5.961,-0.156,-0.086
85.1,-34.849,12.273,-2.3045,5.974,-0.154,-0.085
85.2,-35.052,12.044,-2.2922,5.987,-0.152,-0.084
85.3,-35.252,11.814,-2.2799,6.0,-0.15,-0.082
85.4,-35.448,11.582,-2.2674,6.015,-0.148,-0.081
85.5,-35.64,11.35,-2.2548,6.029,-0.146,-0.08
85.6,-35.828,11.116,-2.242,6.044,-0.143,-0.079
85.7,-36.013,10.881,-2.2291,6.06,-0.141,-0.078
85.8,-36.193,10.644,-2.2162,6.075,-0.139,-0.076
85.9,-36.369,10.407,-2.203,6.092,-0.136,-0.075
86.0,-36.542,10.168,-2.1898,6.108,-0.134,-0.074
86.1,-36.71,9.929,-2.1764,6.125,-0.131,-0.072
86.2,-36.875,9.688,-2.1629,6.143,-0.129,-0.071
86.3,-37.035,9.446,-2.1492,6.16,-0.126,-0.069
86.4,-37.191,9.203,-2.1355,6.179,-0.123,-0.068
86.5,-37.343,8.959,-2.1216,6.197,-0.12,-0.066
86.6,-37.491,8.714,-2.1076,6.216,-0.118,-0.065
86.7,-37.635,8.468,-2.0934,6.235,-0.115,-0.063
86.8,-37.775,8.222,-2.0791,6.255,-0.112,-0.061
86.9,-37.911,7.974,-2.0647,6.274,-0.109,-0.06
87.0,-38.042,7.725,-2.0502,6.295,-0.106,-0.058
87.1,-38.17,7.476,-2.0356,6.315,-0.103,-0.057
87.2,-38.293,7.226,-2.0208,6.336,-0.1,-0.055
87.3,-38.412,6.975,-2.0059,6.357,-0.096,-0.053
87.4,-38.527,6.723,-1.9909,6.378,-0.093,-0.051
87.5,-38.637,6.47,-1.9758,6.4,-0.09,-0.05
87.6,-38.743,6.217,-1.9606,6.422,-0.087,-0.048
87.7,-38.845,5.963,-1.9453,6.444,-0.083,-0.046
87.8,-38.943,5.709,-1.9298,6.466,-0.08,-0.044
87.9,-39.037,5.454,-1.9143,6.489,-0.077,-0.042
88.0,-39.126,5.198,-1.8986,6.512,-0.073,-0.04
88.1,-39.211,4.941,-1.8829,6.535,-0.07,-0.038
88.2,-39.291,4.685,-1.867,6.558,-0.066,-0.036
88.3,-39.368,4.427,-1.8511,6.582,-0.063,-0.035
88.4,-39.44,4.169,-1.8351,6.605,-0.059,-0.033
88.5,-39.508,3.911,-1.819,6.629,-0.056,-0.031
88.6,-39.571,3.652,-1.8028,6.653,-0.052,-0.029
88.7,-39.63,3.393,-1.7866,6.677,-0.048,-0.027
88.8,-39.685,3.133,-1.7702,6.702,-0.045,-0.025
88.9,-39.735,2.873,-1.7539,6.726,-0.041,-0.023
89.0,-39.781,2.613,-1.7374,6.751,-0.037,-0.021
89.1,-39.822,2.353,-1.7209,6.775,-0.034,-0.019
89.2,-39.86,2.092,-1.7044,6.8,-0.03,-0.017
89.3,-39.893,1.831,-1.6878,6.825,-0.026,-0.014
